id_campaign	id_domain	id_date	id_hour	id_lineitem	id_creative	id_exchange	id_country	id_currcode	id_content	id_utw	ENTRY_DATE	HAS_CC	RAND99	sum(num_bids)	sum(num_clicks)	sum(num_impressions)	sum(num_conversions)	sum(num_conv_post_view)	sum(num_conv_post_click)	sum(imp_bid_amount)	sum(imp_cost)
1666	allthelyrics.com	2012-10-15	6	1887962748	192969	4	233	0	4	4	2012-10-15	0	87	2	0	2	0	0	0	0.007	0.006635
1666	allthelyrics.com	2012-10-15	6	1887962757	193041	4	233	0	4	4	2012-10-15	0	73	1	0	0	0	0	0	0	0
1666	allthelyrics.com	2012-10-15	6	1887962759	193047	4	233	0	4	4	2012-10-15	0	45	1	0	0	0	0	0	0	0
1666	allthelyrics.com	2012-10-15	6	1887962760	193050	4	233	0	4	4	2012-10-15	0	27	1	0	0	0	0	0	0	0
1666	allthelyrics.com	2012-10-15	6	1887964499	193033	4	233	0	4	7	2012-10-15	0	8	1	0	1	0	0	0	0.001	0.001
1666	allvoices.com	2012-10-15	6	1887962748	192970	4	233	0	4	46	2012-10-15	0	68	1	0	0	0	0	0	0	0
1666	americangreetings.com	2012-10-15	6	1887964499	193033	4	233	0	4	7	2012-10-15	0	22	1	0	1	0	0	0	0.001	0.001
1666	americanthinker.com	2012-10-15	6	1887964500	193046	4	233	0	4	7	2012-10-15	0	4	2	0	0	0	0	0	0	0
1666	anchorfree.com	2012-10-15	6	1887962755	193035	4	233	0	4	4	2012-10-15	0	87	1	0	0	0	0	0	0	0
1666	anchorfree.com	2012-10-15	6	1887962756	193038	4	233	0	4	4	2012-10-15	0	69	1	0	0	0	0	0	0	0
1666	anchorfree.com	2012-10-15	6	1887962760	193050	4	233	0	4	4	2012-10-15	0	85	1	0	0	0	0	0	0	0
1666	anchorfree.net	2012-10-15	6	1887962755	193035	4	233	0	4	4	2012-10-15	0	14	1	0	0	0	0	0	0	0
1666	anchorfree.net	2012-10-15	6	1887962757	193041	4	233	0	4	4	2012-10-15	0	90	1	0	0	0	0	0	0	0
1666	anchorfree.net	2012-10-15	6	1887962760	193050	4	233	0	4	4	2012-10-15	0	10	1	0	0	0	0	0	0	0
1666	anchorfree.net	2012-10-15	6	1887962761	193053	4	233	0	4	4	2012-10-15	0	20	1	0	0	0	0	0	0	0
1666	anchorfree.us	2012-10-15	6	1887962758	193044	4	233	0	4	4	2012-10-15	0	43	2	0	0	0	0	0	0	0
1666	animefreak.tv	2012-10-15	6	1887966392	192977	4	233	0	4	94	2012-10-15	0	78	1	0	1	0	0	0	0.00115	0.00115
1666	animefreak.tv	2012-10-15	6	1887966392	192995	4	233	0	4	94	2012-10-15	0	62	1	0	0	0	0	0	0	0
1666	animefreak.tv	2012-10-15	6	1887966392	193016	4	233	0	4	94	2012-10-15	0	78	1	0	0	0	0	0	0	0
1666	animeslashmanga.com	2012-10-15	6	1887962748	192969	4	233	0	4	4	2012-10-15	0	18	2	0	0	0	0	0	0	0
1666	animeslashmanga.com	2012-10-15	6	1887962748	192969	4	233	0	4	46	2012-10-15	0	58	1	0	0	0	0	0	0	0
1666	animeslashmanga.com	2012-10-15	6	1887962748	192970	4	233	0	4	4	2012-10-15	0	31	1	0	0	0	0	0	0	0
1666	animeslashmanga.com	2012-10-15	6	1887962748	192970	4	233	0	4	46	2012-10-15	0	61	1	0	0	0	0	0	0	0
1666	animeslashmanga.com	2012-10-15	6	1887962760	193049	4	233	0	4	4	2012-10-15	0	79	1	0	0	0	0	0	0	0
1666	antygame.com	2012-10-15	6	1887962759	193046	4	233	0	4	4	2012-10-15	0	32	1	0	1	0	0	0	0.0035	0.002103
